symbol,date,entry_time,or_range_pct,volume_ratio,breakout_pct,minutes_after_open,spy_trend_pct,day_of_week,entry_price,hit_target,exit_reason,exit_price
RBLX,2026-04-16,12:00,0.03220559531554972,2.7659288269360105,0.005042290175666921,120,0.0016546372635724217,3.0,61.79,0,EOD,60.56
RBLX,2026-04-21,10:05,0.02592829705505758,1.6305063074581978,0.014404609475032103,5,0.0004505265529087825,1.0,63.38,0,EOD,61.44
RBLX,2026-05-13,13:10,0.03229693902145103,1.2628069199105747,0.006025548324897566,190,0.005768840138127146,2.0,41.74,0,EOD,42.06
RBLX,2026-05-14,11:05,0.022711142654364816,2.808428605013627,0.005204636858291906,65,0.005284673103299981,3.0,42.49,0,EOD,43.49
RBLX,2026-05-21,10:15,0.03831335616438354,1.3213625371645623,0.0006421232876712572,15,0.001042414068528701,3.0,46.75,0,EOD,46.21
RBLX,2026-05-22,14:05,0.030531158511083248,1.075757733328165,0.006691760769552494,245,0.0011792452830188618,4.0,48.14,0,EOD,48.02
RBLX,2026-05-28,10:05,0.03321268895039392,2.2330712295417703,0.007664466680860111,5,6.664445184932293e-05,3.0,47.33,0,EOD,46.98
RBLX,2026-05-29,10:00,0.021789718637613732,1.1755724825771372,0.0019039559974613138,0,0.002540018520968478,4.0,47.36,0,ENGINE_STOP,0.0
GME,2026-03-31,12:40,0.01279223643581838,1.2991751827386748,0.008381120423467036,160,0.009312298494381211,1.0,22.86,1,TARGET,22.99
GME,2026-04-02,10:35,0.0250539956803455,1.4173902204276136,0.002159827213822925,35,0.008941555026144127,3.0,23.2,0,EOD,23.34
GME,2026-04-07,13:05,0.012505390254420124,1.263382963291292,0.010780508840017248,185,0.0,1.0,23.44,0,EOD,23.46
GME,2026-04-09,12:00,0.010831889081455806,1.720564975907603,0.00866551126516477,120,0.005912512595578225,3.0,23.28,0,EOD,22.91
GME,2026-04-13,12:15,0.012168622338113912,9.805393700501957,0.0065189048239895075,135,0.0036610569825804816,0.0,23.16,1,TARGET,23.32
GME,2026-04-14,10:05,0.012642225031605593,2.147331995987964,0.001685630004214039,5,0.0028210385493462765,1.0,23.77,1,TARGET,24.08
GME,2026-04-15,10:20,0.01838235294117644,2.1819925644104328,0.004901960784313766,20,0.0009205189425538451,2.0,24.6,0,EOD,24.74
GME,2026-04-16,11:35,0.021531100478468866,1.015521613773994,0.0031897926634769477,95,7.13205717058001e-05,3.0,25.16,0,EOD,25.25
GME,2026-04-22,10:10,0.026409144659046185,1.7300278502664417,0.007489160425699555,10,0.0004935277362588099,2.0,25.56,0,EOD,25.51
GME,2026-04-27,10:50,0.016574585635359042,1.0612533356078422,0.009471191791633719,50,0.0007571827194078233,0.0,25.58,0,EOD,25.48
GME,2026-04-30,14:30,0.008599508599508634,1.1051912177062206,0.011466011466011367,270,0.004547807956564936,3.0,24.7,1,TARGET,24.8
GME,2026-05-01,12:50,0.017425742574257476,1.5251565147382207,0.004752475247524792,170,0.0006100519930676666,4.0,25.37,1,TARGET,25.69
GME,2026-05-05,11:30,0.025170648464163815,1.1379712033801208,0.0017064846416381888,90,0.0023691757762168506,1.0,23.48,1,TARGET,24.14
GME,2026-05-06,10:10,0.027597402597402586,1.1957566284589556,0.004870129870129911,10,0.0021698229808973742,2.0,24.76,1,TARGET,25.32
GME,2026-05-08,14:10,0.015702479338842935,2.9927249178453077,0.00785123966942154,250,0.00334721201730743,4.0,24.39,0,EOD,24.21
GME,2026-05-19,13:30,0.01773533424283752,1.2648293087800677,0.00045475216007283145,210,0.0030350459339911783,1.0,22.0,0,EOD,22.08
GME,2026-05-20,10:45,0.020572450805008982,1.0928995348339838,0.006708407871198664,45,0.0035340492048388053,2.0,22.51,0,EOD,22.65
AMC,2026-04-01,10:00,0.03883495145631071,1.2337471405134368,0.009708737864077678,0,0.0006270263656939625,2.0,1.04,0,EOD,1.01
AMC,2026-04-02,11:20,0.029411764705882377,1.6743714420305476,0.00980392156862746,80,0.01356703072305946,3.0,1.03,1,TARGET,1.05
AMC,2026-04-13,10:45,0.04411764705882357,1.2580575006813421,0.02205882352941162,45,0.0038086802480071466,0.0,1.39,1,TARGET,1.44
AMC,2026-04-14,12:15,0.04605263157894741,1.0847439143211421,0.006578947368421058,135,0.007750585292791704,1.0,1.53,0,EOD,1.54
AMC,2026-04-15,11:45,0.044303797468354465,1.1606100613613766,0.006329113924050638,105,0.0031067514311192476,2.0,1.59,1,TARGET,1.66
AMC,2026-04-17,10:10,0.03529411764705886,1.063173974563971,0.005882352941176476,10,0.004234227855271556,4.0,1.71,1,TARGET,1.77
AMC,2026-05-05,10:10,0.05333333333333338,1.1916523762876117,0.013333333333333345,10,0.001953530903196265,1.0,1.52,1,TARGET,1.59
AMC,2026-05-13,11:05,0.029629629629629655,1.7059566484266604,0.014814814814814828,65,0.0009750152346129238,2.0,1.37,0,EOD,1.34
AMC,2026-05-14,11:50,0.029411764705882377,1.307930195423749,0.007352941176470594,110,0.006898313745528865,3.0,1.37,0,EOD,1.34
AMC,2026-05-18,10:20,0.05343511450381684,1.4613281150295658,0.015267175572519097,20,0.0009732096996565564,0.0,1.33,0,EOD,1.37
AMC,2026-05-21,10:10,0.033112582781456984,1.2745472124838915,0.013245033112582794,10,0.002328509347882041,3.0,1.53,1,TARGET,1.56
AMC,2026-05-26,10:00,0.025316455696202552,1.0835881302199837,0.018987341772151913,0,0.0010266529779602697,1.0,1.61,0,EOD,1.59
AMC,2026-05-29,10:05,0.04320987654320991,2.0422878890268077,0.012345679012345552,5,0.0023812673634079485,4.0,1.64,0,ENGINE_STOP,0.0
